Transaction_ID,Date,Customer_ID,Account_Type,Transaction_Type,Category,Amount,Currency,Description,Location,Balance_After
FIN-22121,2023-09-21,CUST-112,Checking,Income,Salary,5671731.51,IDR,Income for Salary at Surabaya,Surabaya,6877467.76
FIN-22122,2023-01-02,CUST-104,Savings,Expense,Healthcare,466696.04,IDR,Expense for Healthcare at Jakarta,Jakarta,51296213.87
FIN-22123,2023-09-18,CUST-261,Investment,Expense,Groceries,55041.84,IDR,Expense for Groceries at Bandung,Bandung,24730823.84
FIN-22124,2023-07-16,CUST-123,Credit Card,Income,Bonus,898763.66,IDR,Income for Bonus at Surabaya,Surabaya,8556712.33
FIN-22125,2023-11-25,CUST-121,Savings,Expense,Dining Out,239513.07,IDR,Expense for Dining Out at Makassar,Makassar,28733916.55
FIN-22126,2023-03-12,CUST-149,Credit Card,Expense,Education,323228.3,IDR,Expense for Education at Jakarta,Jakarta,26418143.4
FIN-22127,2023-04-12,CUST-287,Savings,Expense,Healthcare,13752589.53,IDR,Expense for Healthcare at Bandung,Bandung,-4274261.81
FIN-22128,2023-06-18,CUST-290,Investment,Expense,Groceries,199133.35,IDR,Expense for Groceries at Medan,Medan,20179438.97
FIN-22129,2023-12-09,CUST-199,Investment,Expense,Groceries,55868.86,IDR,Expense for Groceries at Bandung,Bandung,46227930.78
FIN-22130,2023-02-14,CUST-281,Savings,Expense,Transportation,7410775.54,IDR,Expense for Transportation at Bandung,Bandung,31455129.08
FIN-22131,2023-02-21,CUST-202,Credit Card,Expense,Insurance,51538.09,IDR,Expense for Insurance at Semarang,Semarang,33992570.5
FIN-22132,2023-04-10,CUST-210,Investment,Expense,Dining Out,299282.49,IDR,Expense for Dining Out at Semarang,Semarang,34677354.02
FIN-22133,2023-11-15,CUST-203,Checking,Expense,Insurance,787062.52,IDR,Expense for Insurance at Semarang,Semarang,19305527.23
FIN-22134,2023-10-12,CUST-233,Savings,Expense,Insurance,783773.39,IDR,Expense for Insurance at Denpasar,Denpasar,68904445.37
FIN-22135,2023-10-30,CUST-209,Checking,Expense,Groceries,306207.36,IDR,Expense for Groceries,,62057812.93
FIN-22136,2023-11-01,CUST-160,Checking,Income,Salary,6990515.75,IDR,Income for Salary at Bandung,Bandung,52617254.78
FIN-22137,2023-08-21,CUST-261,Checking,Expense,Dining Out,490000.04,IDR,Expense for Dining Out,,24240823.8
FIN-22138,2023-10-20,CUST-194,Checking,Transfer,External Transfer,367594.84,IDR,Transfer for External Transfer at Jakarta,Jakarta,235648003.42
FIN-22139,2023-08-24,CUST-224,Investment,Expense,Groceries,351933.89,IDR,Expense for Groceries at Semarang,Semarang,1709414.51
FIN-22140,2023-04-05,CUST-119,Savings,Expense,Shopping,153206.89,IDR,Expense for Shopping at Medan,Medan,12657157.36
FIN-22141,2023-03-12,CUST-211,Credit Card,Income,Bonus,607126.96,IDR,Income for Bonus at Jakarta,Jakarta,5570014.56
FIN-22142,2023-08-19,CUST-113,Credit Card,Expense,Entertainment,273737.03,IDR,Expense for Entertainment at Bandung,Bandung,10888809.22
FIN-22143,2023-12-15,CUST-175,Credit Card,Expense,Rent,2616361.56,IDR,Expense for Rent at Denpasar,Denpasar,20533874.45
FIN-22144,2023-10-23,CUST-136,Checking,Expense,Entertainment,7529632.7,IDR,Expense for Entertainment at Makassar,Makassar,42538147.39
FIN-22145,2023-01-26,CUST-116,Investment,Expense,Entertainment,415908.66,IDR,Expense for Entertainment at Surabaya,Surabaya,9074872.83
FIN-22146,2023-03-11,CUST-171,Investment,Transfer,Internal Transfer,920346.96,IDR,Transfer for Internal Transfer at Denpasar,Denpasar,39664593.42
FIN-22147,2023-05-24,CUST-101,Savings,Income,Gift,655430.15,IDR,Income for Gift at Surabaya,Surabaya,2243345.51
FIN-22148,2023-12-19,CUST-167,Investment,Expense,Utilities,993748.94,IDR,Expense for Utilities at Semarang,Semarang,3486818.35
FIN-22149,2023-07-11,CUST-101,Investment,Income,Investment Return,1891645.17,IDR,Income for Investment Return at Jakarta,Jakarta,4134990.68
FIN-22150,2023-02-16,CUST-129,Credit Card,Transfer,Internal Transfer,845402.1,IDR,Transfer for Internal Transfer at Denpasar,Denpasar,17583711.13
FIN-22151,2023-12-03,CUST-122,Credit Card,Income,Salary,16212972.99,IDR,Income for Salary at Denpasar,Denpasar,61231038.31
FIN-22152,2023-08-14,CUST-113,Checking,Income,Salary,11935631.83,IDR,Income for Salary at Makassar,Makassar,22824441.04
FIN-22153,2023-01-08,CUST-101,Investment,Expense,Groceries,444765.45,IDR,Expense for Groceries at Makassar,Makassar,3690225.23
FIN-22154,2023-06-17,CUST-278,Credit Card,Expense,Utilities,799474.27,IDR,Expense for Utilities at Semarang,Semarang,10765169.68
FIN-22155,2023-10-21,CUST-154,Investment,Expense,Education,264519.93,IDR,Expense for Education at Medan,Medan,43069561.18
FIN-22156,2023-02-15,CUST-259,Checking,Transfer,Internal Transfer,806725.75,IDR,Transfer for Internal Transfer at Denpasar,Denpasar,14189197.08
FIN-22157,2023-02-06,CUST-109,Credit Card,Expense,Utilities,358277.06,IDR,Expense for Utilities at Surabaya,Surabaya,8538952.11
FIN-22158,2023-12-17,CUST-146,Savings,Expense,Dining Out,146001.09,IDR,Expense for Dining Out at Bandung,Bandung,1782288.69
FIN-22159,2023-08-13,CUST-165,Checking,Expense,Utilities,426470.09,IDR,Expense for Utilities at Semarang,Semarang,37812118.67
FIN-22160,2023-08-11,CUST-109,Investment,Expense,Education,552474.15,IDR,Expense for Education at Bandung,Bandung,7986477.95
FIN-22161,2023-10-05,CUST-228,Checking,Expense,Utilities,324740.3,IDR,Expense for Utilities at Denpasar,Denpasar,70612623.59
FIN-22162,2023-11-19,CUST-176,Investment,Transfer,Internal Transfer,337539.84,IDR,Transfer for Internal Transfer at Bandung,Bandung,36319681.41
FIN-22163,2023-12-27,CUST-112,Investment,Expense,Education,342207.91,IDR,Expense for Education at Surabaya,Surabaya,6535259.86
FIN-22164,2023-04-16,CUST-244,Checking,Expense,Rent,3579233.17,IDR,Expense for Rent at Denpasar,Denpasar,15950932.05
FIN-22165,2023-06-16,CUST-127,Savings,Expense,Dining Out,378778.94,IDR,Expense for Dining Out at Surabaya,Surabaya,25213868.86
FIN-22166,2023-02-21,CUST-121,Savings,Expense,Shopping,941989.75,IDR,Expense for Shopping at Jakarta,Jakarta,27791926.8
FIN-22167,2023-03-14,CUST-184,Credit Card,Expense,Insurance,685157.39,IDR,Expense for Insurance at Surabaya,Surabaya,11424124.95
FIN-22168,2023-11-21,CUST-106,Investment,Expense,Entertainment,920183.48,IDR,Expense for Entertainment at Bandung,Bandung,46104676.03
FIN-22169,2023-12-24,CUST-121,Checking,Transfer,Internal Transfer,670192.79,IDR,Transfer for Internal Transfer at Denpasar,Denpasar,27121734.01
FIN-22170,2023-10-17,CUST-191,Savings,Income,Freelance,761951.09,IDR,Income for Freelance at Bandung,Bandung,39886288.26
FIN-22171,2023-02-26,CUST-186,Checking,Expense,Utilities,907440.54,IDR,Expense for Utilities at Makassar,Makassar,48556026.69
FIN-22172,2023-12-18,CUST-250,Credit Card,Expense,Education,346386.44,IDR,Expense for Education at Denpasar,Denpasar,63454492.33
FIN-22173,2023-09-10,CUST-125,Investment,Expense,Utilities,469058.63,IDR,Expense for Utilities at Makassar,Makassar,16423608.98
FIN-22174,2023-10-30,CUST-272,Credit Card,Expense,Transportation,349892.18,IDR,Expense for Transportation at Medan,Medan,21818771.42
FIN-22175,2023-05-28,CUST-273,Checking,Transfer,Internal Transfer,211230.8,IDR,Transfer for Internal Transfer at Bandung,Bandung,32599652.24
FIN-22176,2023-06-28,CUST-132,Savings,Expense,Healthcare,55151.06,IDR,Expense for Healthcare at Bandung,Bandung,32780118.36
FIN-22177,2023-02-02,CUST-118,Credit Card,Expense,Groceries,479935.29,IDR,Expense for Groceries at Semarang,Semarang,40669764.57
FIN-22178,2023-11-12,CUST-144,Credit Card,Expense,Transportation,459186.15,IDR,Expense for Transportation at Jakarta,Jakarta,5444366.3
FIN-22179,2023-07-05,CUST-199,Savings,Income,Freelance,964116.57,IDR,Income for Freelance at Makassar,Makassar,47192047.35
FIN-22180,2023-01-10,CUST-201,Investment,Transfer,Internal Transfer,82950.87,IDR,Transfer for Internal Transfer at Bandung,Bandung,45887017.76
FIN-22181,2023-01-23,CUST-299,Checking,Transfer,External Transfer,697444.31,IDR,Transfer for External Transfer at Surabaya,Surabaya,-3574626.27
FIN-22182,2023-12-06,CUST-149,Credit Card,Expense,Entertainment,863269.14,IDR,Expense for Entertainment at Medan,Medan,25554874.26
FIN-22183,2023-07-13,CUST-294,Checking,Expense,Rent,2262881.73,IDR,Expense for Rent at Jakarta,Jakarta,27774274.08
FIN-22184,2023-09-10,CUST-154,Investment,Expense,Utilities,899855.51,IDR,Expense for Utilities at Semarang,Semarang,42169705.67
FIN-22185,2023-05-11,CUST-147,Savings,Expense,Education,705431.89,IDR,Expense for Education at Bandung,Bandung,24377466.1
FIN-22186,2023-06-19,CUST-124,Savings,Income,Salary,13569765.21,IDR,Income for Salary at Denpasar,Denpasar,59871043.48
FIN-22187,2023-12-13,CUST-111,Credit Card,Expense,Shopping,560228.01,IDR,Expense for Shopping at Jakarta,Jakarta,23394493.72
FIN-22188,2023-03-19,CUST-129,Savings,Expense,Insurance,227744.61,IDR,Expense for Insurance at Bandung,Bandung,17355966.52
FIN-22189,2023-12-14,CUST-185,Investment,Expense,Education,560918.71,IDR,Expense for Education at Denpasar,Denpasar,9318816.31
FIN-22190,2023-10-17,CUST-147,Savings,Income,Gift,773355.38,IDR,Income for Gift at Surabaya,Surabaya,25150821.47
FIN-22191,2023-05-04,CUST-207,Checking,Expense,Utilities,462997.39,IDR,Expense for Utilities at Bandung,Bandung,21851446.62
FIN-22192,2023-08-25,CUST-218,Savings,Expense,Utilities,11086.4,IDR,Expense for Utilities at Bandung,Bandung,28964451.08
FIN-22193,2023-03-24,CUST-157,Savings,Income,Freelance,703419.8,IDR,Income for Freelance at Semarang,Semarang,38721572.65
FIN-22194,2023-12-05,CUST-143,Savings,Expense,Shopping,787819.58,IDR,Expense for Shopping at Makassar,Makassar,25377624.72
FIN-22195,2023-01-03,CUST-275,Credit Card,Expense,Healthcare,115351.85,IDR,Expense for Healthcare at Semarang,Semarang,9914480.99
FIN-22196,2023-07-10,CUST-185,Savings,Expense,Entertainment,573285.3,IDR,Expense for Entertainment at Surabaya,Surabaya,8745531.01
FIN-22197,2023-12-27,CUST-276,Savings,Expense,Shopping,54012.5,IDR,Expense for Shopping at Bandung,Bandung,5352511.9
FIN-22198,2023-05-02,CUST-222,Checking,Income,Freelance,612569.92,IDR,Income for Freelance at Medan,Medan,38385841.71
FIN-22199,2023-03-30,CUST-230,Credit Card,Expense,Dining Out,439804.69,IDR,Expense for Dining Out at Surabaya,Surabaya,36017862.04
FIN-22200,2023-03-28,CUST-284,Investment,Income,Salary,7664483.92,IDR,Income for Salary at Surabaya,Surabaya,27448648.45
FIN-22201,2023-11-17,CUST-158,Checking,Expense,Utilities,68567.99,IDR,Expense for Utilities at Bandung,Bandung,9228208.63
FIN-22202,2023-12-02,CUST-154,Checking,Transfer,Internal Transfer,75378.6,IDR,Transfer for Internal Transfer at Semarang,Semarang,42094327.07
FIN-22203,2023-11-05,CUST-281,Checking,Expense,Utilities,738362.1,IDR,Expense for Utilities at Makassar,Makassar,30716766.98
FIN-22204,2023-04-17,CUST-112,Credit Card,Transfer,Internal Transfer,226827.34,IDR,Transfer for Internal Transfer at Medan,Medan,6308432.51
FIN-22205,2023-07-03,CUST-132,Savings,Expense,Transportation,68642.98,IDR,Expense for Transportation at Jakarta,Jakarta,32711475.38
FIN-22206,2023-08-02,CUST-185,Savings,Expense,Healthcare,205071.04,IDR,Expense for Healthcare at Bandung,Bandung,8540459.97
FIN-22207,2023-11-01,CUST-159,Investment,Expense,Entertainment,403904.82,IDR,Expense for Entertainment at Surabaya,Surabaya,17243115.76
FIN-22208,2023-03-09,CUST-296,Savings,Expense,Utilities,990761.66,IDR,Expense for Utilities at Denpasar,Denpasar,24036111.4
FIN-22209,2023-12-18,CUST-290,Savings,Expense,Healthcare,866537.23,IDR,Expense for Healthcare at Semarang,Semarang,19312901.73
FIN-22210,2023-09-29,CUST-155,Savings,Transfer,Internal Transfer,271033.94,IDR,Transfer for Internal Transfer at Denpasar,Denpasar,32889706.43
FIN-22211,2023-05-22,CUST-117,Investment,Expense,Utilities,571814.2,IDR,Expense for Utilities at Jakarta,Jakarta,27340430.6
FIN-22212,2023-08-03,CUST-224,Savings,Expense,Entertainment,411804.18,IDR,Expense for Entertainment at Medan,Medan,1297610.33
FIN-22213,2023-07-21,CUST-217,Savings,Expense,Healthcare,930562.94,IDR,Expense for Healthcare at Medan,Medan,31355584.89
FIN-22214,2023-07-05,CUST-192,Savings,Expense,Dining Out,400461.31,IDR,Expense for Dining Out at Jakarta,Jakarta,32260163.72
FIN-22215,2023-08-14,CUST-210,Investment,Transfer,External Transfer,608612.57,IDR,Transfer for External Transfer at Medan,Medan,34068741.45
FIN-22216,2023-06-26,CUST-102,Credit Card,Expense,Healthcare,175602.08,IDR,Expense for Healthcare at Medan,Medan,7903847.86
FIN-22217,2023-03-10,CUST-211,Savings,Income,Bonus,263169.16,IDR,Income for Bonus at Denpasar,Denpasar,5833183.72
FIN-22218,2023-06-25,CUST-267,Credit Card,Expense,Utilities,110397.74,IDR,Expense for Utilities at Jakarta,Jakarta,30404456.7
FIN-22219,2023-10-01,CUST-288,Investment,Transfer,Internal Transfer,742506.24,IDR,Transfer for Internal Transfer at Surabaya,Surabaya,16915041.51
FIN-22220,2023-06-09,CUST-282,Savings,Expense,Education,685871.3,IDR,Expense for Education at Bandung,Bandung,44562033.91
FIN-22221,2023-05-03,CUST-134,Credit Card,Transfer,Internal Transfer,890073.79,IDR,Transfer for Internal Transfer at Surabaya,Surabaya,31589233.84
FIN-22222,2023-04-26,CUST-162,Credit Card,Transfer,Internal Transfer,810827.64,IDR,Transfer for Internal Transfer at Denpasar,Denpasar,60976176.0
FIN-22223,2023-07-07,CUST-271,Investment,Expense,Entertainment,980336.47,IDR,Expense for Entertainment at Denpasar,Denpasar,37388100.8
FIN-22224,2023-07-19,CUST-276,Credit Card,Expense,Insurance,407362.87,IDR,Expense for Insurance at Bandung,Bandung,4945149.04
FIN-22225,2023-11-22,CUST-185,Checking,Expense,Transportation,246463.76,IDR,Expense for Transportation at Bandung,Bandung,8293996.21
FIN-22226,2023-07-21,CUST-198,Investment,Transfer,Internal Transfer,436598.94,IDR,Transfer for Internal Transfer at Surabaya,Surabaya,44758842.7
FIN-22227,2023-06-25,CUST-173,Credit Card,Income,Salary,13590297.89,IDR,Income for Salary at Bandung,Bandung,26534508.4
FIN-22228,2023-09-18,CUST-122,Credit Card,Income,Freelance,599985.1,IDR,Income for Freelance at Semarang,Semarang,61831023.42
FIN-22229,2023-07-15,CUST-201,Credit Card,Expense,Utilities,121713.26,IDR,Expense for Utilities,,45765304.51
FIN-22230,2023-05-22,CUST-134,Checking,Expense,Education,987426.14,IDR,Expense for Education at Denpasar,Denpasar,30601807.7
FIN-22231,2023-05-27,CUST-113,Credit Card,Expense,Education,203459.2,IDR,Expense for Education at Medan,Medan,22620981.84
FIN-22232,2023-03-01,CUST-177,Credit Card,Expense,Transportation,373277.45,IDR,Expense for Transportation at Surabaya,Surabaya,44232105.66
FIN-22233,2023-12-03,CUST-297,Investment,Expense,Rent,1604956.86,IDR,Expense for Rent at Medan,Medan,-2628469.8
FIN-22234,2023-09-29,CUST-191,Checking,Income,Salary,6191012.38,IDR,Income for Salary at Semarang,Semarang,46077300.64
FIN-22235,2023-05-24,CUST-181,Checking,Expense,Dining Out,382605.97,IDR,Expense for Dining Out at Semarang,Semarang,3936566.55
FIN-22236,2023-08-24,CUST-166,Credit Card,Expense,Insurance,58123.33,IDR,Expense for Insurance at Surabaya,Surabaya,15748175.84
FIN-22237,2023-11-28,CUST-273,Savings,Expense,Healthcare,798666.31,IDR,Expense for Healthcare at Surabaya,Surabaya,31800985.94
FIN-22238,2023-08-16,CUST-218,Investment,Income,Freelance,406301.95,IDR,Income for Freelance at Medan,Medan,29370753.03
FIN-22239,2023-01-02,CUST-128,Credit Card,Transfer,Internal Transfer,925750.37,IDR,Transfer for Internal Transfer at Surabaya,Surabaya,38637221.6
FIN-22240,2023-08-13,CUST-237,Savings,Income,Investment Return,718418.93,IDR,Income for Investment Return at Jakarta,Jakarta,36134627.57
FIN-22241,2023-01-13,CUST-138,Investment,Expense,Utilities,732193.34,IDR,Expense for Utilities at Medan,Medan,33710190.74
FIN-22242,2023-12-06,CUST-149,Savings,Expense,Education,308112.68,IDR,Expense for Education at Jakarta,Jakarta,25246761.58
FIN-22243,2023-04-22,CUST-295,Investment,Expense,Groceries,272469.71,IDR,Expense for Groceries at Jakarta,Jakarta,45845259.63
FIN-22244,2023-04-12,CUST-196,Credit Card,Expense,Utilities,522916.5,IDR,Expense for Utilities at Jakarta,Jakarta,67892316.23
FIN-22245,2023-11-04,CUST-265,Checking,Expense,Insurance,786252.1,IDR,Expense for Insurance at Semarang,Semarang,30344582.45
FIN-22246,2023-06-30,CUST-268,Checking,Transfer,Internal Transfer,177286.2,IDR,Transfer for Internal Transfer at Medan,Medan,24310761.28
FIN-22247,2023-04-27,CUST-279,Checking,Expense,Education,9177667.21,IDR,Expense for Education at Medan,Medan,57463451.55
FIN-22248,2023-12-20,CUST-277,Checking,Expense,Transportation,108141.2,IDR,Expense for Transportation at Bandung,Bandung,20613992.29
FIN-22249,2023-01-18,CUST-220,Investment,Income,Salary,13268406.16,IDR,Income for Salary at Medan,Medan,49924030.18
FIN-22250,2023-11-07,CUST-227,Savings,Expense,Utilities,831467.25,IDR,Expense for Utilities at Jakarta,Jakarta,45993496.77
FIN-22251,2023-09-09,CUST-131,Checking,Expense,Entertainment,648358.1,IDR,Expense for Entertainment at Surabaya,Surabaya,28028139.4
FIN-22252,2023-10-13,CUST-273,Checking,Expense,Insurance,669558.43,IDR,Expense for Insurance at Makassar,Makassar,31131427.5
FIN-22253,2023-05-15,CUST-236,Credit Card,Expense,Insurance,208301.07,IDR,Expense for Insurance at Surabaya,Surabaya,-1096439.74
FIN-22254,2023-04-18,CUST-155,Checking,Income,Bonus,920446.22,IDR,Income for Bonus at Denpasar,Denpasar,33810152.65
FIN-22255,2023-11-08,CUST-174,Credit Card,Transfer,External Transfer,564610.97,IDR,Transfer for External Transfer at Surabaya,Surabaya,31874864.79
FIN-22256,2023-12-07,CUST-275,Checking,Income,Investment Return,869552.01,IDR,Income for Investment Return at Semarang,Semarang,10784033.0
FIN-22257,2023-06-22,CUST-154,Credit Card,Expense,Healthcare,249820.74,IDR,Expense for Healthcare at Medan,Medan,41844506.33
FIN-22258,2023-05-06,CUST-117,Savings,Expense,Dining Out,228568.89,IDR,Expense for Dining Out at Denpasar,Denpasar,27111861.72
FIN-22259,2023-05-01,CUST-101,Investment,Expense,Transportation,435547.33,IDR,Expense for Transportation at Makassar,Makassar,3254677.9
FIN-22260,2023-10-15,CUST-182,Checking,Income,Salary,8296273.14,IDR,Income for Salary at Jakarta,Jakarta,46329099.19
FIN-22261,2023-09-18,CUST-173,Investment,Expense,Insurance,660282.46,IDR,Expense for Insurance at Bandung,Bandung,25874225.94
FIN-22262,2023-09-01,CUST-111,Credit Card,Expense,Education,81994.26,IDR,Expense for Education at Jakarta,Jakarta,23312499.47
FIN-22263,2023-07-08,CUST-122,Investment,Transfer,External Transfer,81300.67,IDR,Transfer for External Transfer at Bandung,Bandung,61749722.74
FIN-22264,2023-06-18,CUST-209,Credit Card,Income,Salary,13643479.65,IDR,Income for Salary at Semarang,Semarang,75701292.58
FIN-22265,2023-06-14,CUST-215,Investment,Expense,Utilities,69596.14,IDR,Expense for Utilities at Jakarta,Jakarta,31651730.09
FIN-22266,2023-05-10,CUST-143,Investment,Transfer,Internal Transfer,80409.44,IDR,Transfer for Internal Transfer at Surabaya,Surabaya,25297215.28
FIN-22267,2023-12-05,CUST-122,Checking,Expense,Transportation,307208.13,IDR,Expense for Transportation at Semarang,Semarang,61442514.61
FIN-22268,2023-07-26,CUST-218,Investment,Expense,Education,955342.16,IDR,Expense for Education at Medan,Medan,28415410.88
FIN-22269,2023-09-09,CUST-223,Checking,Income,Gift,985239.06,IDR,Income for Gift at Medan,Medan,23892876.91
FIN-22270,2023-12-12,CUST-295,Savings,Expense,Entertainment,698498.34,IDR,Expense for Entertainment at Medan,Medan,45146761.29
FIN-22271,2023-11-29,CUST-239,Investment,Expense,Transportation,473317.08,IDR,Expense for Transportation at Makassar,Makassar,20509935.02
FIN-22272,2023-12-21,CUST-179,Checking,Income,Salary,14449479.11,IDR,Income for Salary at Jakarta,Jakarta,32082097.4
FIN-22273,2023-09-20,CUST-272,Credit Card,Income,Salary,7170975.73,IDR,Income for Salary at Bandung,Bandung,28989747.15
FIN-22274,2023-01-13,CUST-298,Credit Card,Expense,Healthcare,279564.57,IDR,Expense for Healthcare at Denpasar,Denpasar,61353265.58
FIN-22275,2023-05-26,CUST-222,Savings,Expense,Rent,1990981.6,IDR,Expense for Rent at Bandung,Bandung,36394860.1
FIN-22276,2023-06-08,CUST-239,Investment,Expense,Dining Out,307578.14,IDR,Expense for Dining Out at Jakarta,Jakarta,20202356.88
FIN-22277,2023-08-03,CUST-151,Investment,Expense,Healthcare,693719.95,IDR,Expense for Healthcare at Jakarta,Jakarta,6161239.95
FIN-22278,2023-01-12,CUST-204,Checking,Expense,Transportation,261616.9,IDR,Expense for Transportation at Bandung,Bandung,16743528.18
FIN-22279,2023-10-17,CUST-209,Checking,Transfer,External Transfer,88287.4,IDR,Transfer for External Transfer at Bandung,Bandung,75613005.18
FIN-22280,2023-03-12,CUST-245,Investment,Expense,Transportation,72295.42,IDR,Expense for Transportation at Jakarta,Jakarta,14141155.78
FIN-22281,2023-04-02,CUST-194,Credit Card,Income,Gift,169491.25,IDR,Income for Gift at Bandung,Bandung,235817494.67
FIN-22282,2023-05-01,CUST-120,Credit Card,Expense,Shopping,624557.28,IDR,Expense for Shopping at Bandung,Bandung,33727270.74
FIN-22283,2023-11-10,CUST-200,Credit Card,Transfer,External Transfer,660884.51,IDR,Transfer for External Transfer at Denpasar,Denpasar,-2660421.82
FIN-22284,2023-05-15,CUST-174,Checking,Expense,Dining Out,403504.07,IDR,Expense for Dining Out at Jakarta,Jakarta,31471360.72
FIN-22285,2023-07-22,CUST-245,Checking,Expense,Transportation,425202.53,IDR,Expense for Transportation at Semarang,Semarang,13715953.25
FIN-22286,2023-08-19,CUST-172,Checking,Expense,Dining Out,444683.04,IDR,Expense for Dining Out at Makassar,Makassar,38523077.21
FIN-22287,2023-12-03,CUST-279,Checking,Income,Salary,13899814.63,IDR,Income for Salary at Makassar,Makassar,71363266.18
FIN-22288,2023-09-02,CUST-285,Checking,Transfer,External Transfer,108761.37,IDR,Transfer for External Transfer at Denpasar,Denpasar,5686732.1
FIN-22289,2023-10-20,CUST-214,Checking,Income,Bonus,123992.09,IDR,Income for Bonus at Bandung,Bandung,61720818.18
FIN-22290,2023-06-04,CUST-232,Credit Card,Income,Freelance,376838.59,IDR,Income for Freelance at Denpasar,Denpasar,59662182.54
FIN-22291,2023-03-06,CUST-109,Checking,Income,Investment Return,628461.56,IDR,Income for Investment Return at Jakarta,Jakarta,8614939.52
FIN-22292,2023-03-17,CUST-285,Checking,Expense,Rent,1995023.01,IDR,Expense for Rent at Surabaya,Surabaya,3691709.09
FIN-22293,2023-02-28,CUST-152,Investment,Expense,Healthcare,865675.96,IDR,Expense for Healthcare at Surabaya,Surabaya,11013679.56
FIN-22294,2023-06-19,CUST-249,Credit Card,Expense,Insurance,964203.94,IDR,Expense for Insurance at Denpasar,Denpasar,14494245.75
FIN-22295,2023-02-10,CUST-246,Checking,Transfer,External Transfer,708758.11,IDR,Transfer for External Transfer at Makassar,Makassar,20628002.66
FIN-22296,2023-06-17,CUST-201,Investment,Expense,Groceries,150270.03,IDR,Expense for Groceries at Surabaya,Surabaya,45615034.48
FIN-22297,2023-06-01,CUST-146,Checking,Expense,Utilities,933460.26,IDR,Expense for Utilities at Surabaya,Surabaya,848828.42
FIN-22298,2023-04-10,CUST-179,Investment,Expense,Dining Out,232959.86,IDR,Expense for Dining Out,,31849137.54
FIN-22299,2023-04-29,CUST-269,Investment,Expense,Healthcare,509390.35,IDR,Expense for Healthcare at Medan,Medan,23637609.67
FIN-22300,2023-10-04,CUST-107,Savings,Expense,Entertainment,713648.07,IDR,Expense for Entertainment at Bandung,Bandung,7144771.9
FIN-22301,2023-07-15,CUST-292,Savings,Income,Salary,14699497.3,IDR,Income for Salary at Bandung,Bandung,30091279.87
FIN-22302,2023-02-02,CUST-219,Credit Card,Income,Salary,9531471.12,IDR,Income for Salary at Surabaya,Surabaya,27188509.21
FIN-22303,2023-10-02,CUST-193,Savings,Income,Gift,613406.93,IDR,Income for Gift at Surabaya,Surabaya,21827605.04
FIN-22304,2023-08-18,CUST-292,Credit Card,Expense,Utilities,206980.62,IDR,Expense for Utilities at Semarang,Semarang,29884299.25
FIN-22305,2023-04-30,CUST-102,Checking,Income,Investment Return,862418.07,IDR,Income for Investment Return at Jakarta,Jakarta,8766265.93
FIN-22306,2023-04-28,CUST-105,Checking,Income,Freelance,473761.57,IDR,Income for Freelance at Makassar,Makassar,31809704.99
FIN-22307,2023-08-08,CUST-216,Credit Card,Transfer,Internal Transfer,443164.2,IDR,Transfer for Internal Transfer at Semarang,Semarang,28924393.29
FIN-22308,2023-11-09,CUST-188,Credit Card,Expense,Rent,2107462.72,IDR,Expense for Rent at Jakarta,Jakarta,5952553.6
FIN-22309,2023-03-30,CUST-159,Credit Card,Expense,Utilities,242637.92,IDR,Expense for Utilities at Denpasar,Denpasar,17000477.84
FIN-22310,2023-03-09,CUST-111,Checking,Expense,Insurance,77420.36,IDR,Expense for Insurance at Makassar,Makassar,23235079.1
FIN-22311,2023-01-09,CUST-123,Investment,Expense,Utilities,665298.22,IDR,Expense for Utilities at Bandung,Bandung,7891414.11
FIN-22312,2023-01-30,CUST-212,Investment,Transfer,External Transfer,663948.31,IDR,Transfer for External Transfer at Jakarta,Jakarta,26785030.93
FIN-22313,2023-09-01,CUST-264,Investment,Expense,Dining Out,236263.99,IDR,Expense for Dining Out at Denpasar,Denpasar,32102396.2
FIN-22314,2023-04-04,CUST-167,Savings,Expense,Shopping,235116.1,IDR,Expense for Shopping at Denpasar,Denpasar,3251702.25
FIN-22315,2023-12-13,CUST-220,Checking,Expense,Groceries,130945.42,IDR,Expense for Groceries at Semarang,Semarang,49793084.76
FIN-22316,2023-12-19,CUST-187,Investment,Expense,Shopping,288929.95,IDR,Expense for Shopping at Makassar,Makassar,41513592.79
FIN-22317,2023-03-17,CUST-163,Investment,Expense,Transportation,253116.28,IDR,Expense for Transportation at Surabaya,Surabaya,35000579.59
FIN-22318,2023-02-21,CUST-133,Savings,Income,Salary,6788387.17,IDR,Income for Salary at Surabaya,Surabaya,53577251.67
FIN-22319,2023-12-23,CUST-188,Investment,Expense,Education,59496.65,IDR,Expense for Education at Jakarta,Jakarta,5893056.95
FIN-22320,2023-08-21,CUST-112,Investment,Expense,Rent,4292782.12,IDR,Expense for Rent at Bandung,Bandung,2015650.39
FIN-22321,2023-02-23,CUST-250,Credit Card,Expense,Utilities,602195.85,IDR,Expense for Utilities at Jakarta,Jakarta,62852296.48
FIN-22322,2023-09-10,CUST-126,Checking,Income,Freelance,945892.98,IDR,Income for Freelance at Semarang,Semarang,10501705.21
FIN-22323,2023-08-21,CUST-146,Checking,Income,Investment Return,384341.68,IDR,Income for Investment Return at Makassar,Makassar,1233170.11
